imdb_link,title,release_year,critic_score,audience_score,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,rotten_link,count_award,user_rate,imdb_rating,plot_des,runtime,budget,opening_weekend_gross,box_office_gross,studio,mpaa_rating
https://www.imdb.com/title/tt1839596/,ROCKSTAR,2011,83,66,,,"Nov 19, 2016","['drama', 'romance']","['Dhilin Mehta', 'A.R. Rahman', 'Piyush Mishra', 'Shammi Kapoor', 'Aditi Rao Hydari', 'Ranbir Kapoor', 'Shikha Jain', 'Nargis Fakhri', 'Jaideep Ahlawat', 'Imtiaz Ali', 'Anil Mehta', 'Rahat Fateh Ali Khan', 'Neeraj Shridhar']",['Imtiaz Ali'],https://www.rottentomatoes.com/m/rockstar_2011,0,7.7,,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",159,"$10,920,000","$612,235","$11,219,667",Eros International,Not Rated
https://www.imdb.com/title/tt2582498/,SWEET VIRGINIA,2017,79,59,"Nov 17, 2017",,"Nov 17, 2017","['drama', 'mysteryandthriller']","['Brian Kavanaugh-Jones', 'Jonathan Tucker', 'Odessa Young', 'Garry Chalk', 'Rian Cahill', 'Jon Bernthal', 'Jamie M. Dagg', 'Christopher Ferguson', 'Ben China', 'Paul China', 'Darcy Laurie', 'Fernando Loureiro', 'Rosemarie DeWitt', 'Joseph Lyle Taylor', 'Jared Abrahamson', 'Jessica Lee Gagné', 'Duff Smith', 'Imogen Poots', 'Christopher Abbott', 'Nate Bolotin']",['Jamie M. Dagg'],https://www.rottentomatoes.com/m/sweet_virginia_2017,0,6.2,,A former rodeo champ befriends a young man with a propensity for violence.,93,,"$5,183","$14,725",Automatik Entertainment,R
https://www.imdb.com/title/tt2103254/,TAMMY,2014,24,36,"Jul 2, 2014",,"Mar 4, 2016",['comedy'],"['Allison Janney', 'Adam McKay', 'Rob Cowan', 'Will Ferrell', 'Mark Duplass', 'Gary Cole', 'Toni Collette', 'Nat Faxon', 'Melissa McCarthy', 'Susan Sarandon', 'Chris Henchy', 'Ben Falcone', 'Sandra Oh', 'Kevin Messick', 'Dan Aykroyd', 'Kathy Bates']",['Ben Falcone'],https://www.rottentomatoes.com/m/tammy_2014,0,4.9,,"After getting fired and finding out her husband is cheating, Tammy hits the road with her profane, alcoholic grandmother.",97,"$20,000,000","$21,577,049","$100,375,432",RatPac-Dune Entertainment,R
https://www.imdb.com/title/tt2515034/,THE GUNMAN,2015,16,31,"Mar 20, 2015",,"Jan 26, 2016","['action', 'mysteryandthriller']","['Mark Rylance', 'Pete Travis', 'Daniel Adegboyega', 'Pierre Morel', 'Idris Elba', 'Javier Bardem', 'Don MacPherson', 'Olivier Courson', 'Ray Winstone', 'Jasmine Trinca', 'Ron Halpern', 'Peter McAleese', 'Steve Richards', 'Peter Franzén', 'Andrew Rona', 'Sean Penn']",['Pierre Morel'],https://www.rottentomatoes.com/m/the_gunman_2015,1,5.8,,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",115,"$40,000,000","$5,028,702","$24,177,137",Open Road Films (II),R
https://www.imdb.com/title/tt7456534/,THE NEW ROMANTIC,2018,61,40,"Nov 9, 2018",,"Nov 13, 2018",['romance'],"['Carly Stone', 'Vinnie Bennett', 'Timm Sharp', 'Jessica Barden', 'Jason Ross Jallet', 'Camila Mendes', 'Brett Dier', 'Darren Eisnor', ""Matthew O'Halloran"", 'Greg Hovanessian', 'Michael Robert McLaughlin', 'Hayley Law', 'Avan Jogia', 'Annie Clark', 'Kyle Mann', 'Rob Connolly', 'Christine Armstrong', 'Michael Risley', 'Jonathan Bronfman']",['Carly Stone'],https://www.rottentomatoes.com/m/the_new_romantic,0,5.7,,"Frustrated with the lack of chivalrous guys her own age, a college senior gives up on dating for love to date an older man in exchange for gifts instead.",82,,,,Drive Films,Not Rated
https://www.imdb.com/title/tt1911662/,VEHICLE,2013,23,31,,,"Dec 1, 2013","['action', 'mysteryandthriller']","['Basil Ford', 'Trishana Thevnarain', 'Welile Nzuza', 'Naima McLean', 'Tshepo Maseko', 'Paul Walker', 'Peter Safran', 'Geoffrey Qhena', 'Gys de Villiers', 'Ryan Haidarian', 'Ernest Kubayi', 'Eddie Mbalo', 'Gary King', 'Mangaliso Ngema', 'Leyla Haidarian', 'Andrian Mazive', 'Mukunda Michael Dewil']",['Mukunda Michael Dewil'],https://www.rottentomatoes.com/m/vehicle_19_2013,0,4.9,,"In Johannesburg, an American parole breaker unknowingly picks up a rental car that will tie him to a web of corrupt local police.",85,"$5,000,000",,"$1,473,445",The Safran Company,R
https://www.imdb.com/title/tt2365580/,WHERED YOU GO BERNADETTE,2019,49,74,"Aug 16, 2019",,"Aug 27, 2019",['comedy'],"['Richard Linklater', 'Troian Bellisario', 'Steve Zahn', 'Ginger Sledge', 'Kristen Wiig', 'Judy Greer', 'Megan Ellison', 'Maria Semple', 'Jillian Longnecker', 'James Urbaniak', 'Holly Gent', 'Vince Palmo', 'Laurence Fishburne', 'Billy Crudup', 'Cate Blanchett', 'Megan Mullally', 'Nina Jacobson', 'Emma Nelson', 'Brad Simpson']",['Richard Linklater'],https://www.rottentomatoes.com/m/whered_you_go_bernadette,0,6.5,,A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,109,"$20,000,000","$3,462,308","$11,025,353",Annapurna Pictures,PG-13
https://www.imdb.com/title/tt6938828/,AT ETERNITYS GATE,2018,79,64,"Nov 16, 2018",,"Jan 29, 2019","['history', 'drama', 'biography']","['Nicolas Lhermitte', 'Niels Arestrup', 'Jean-Claude Carrière', 'Willem Dafoe', 'Marc Schmidheiny', 'Amira Casar', 'Mads Mikkelsen', 'Nik Bower', 'Louise Kugelberg', 'Jon Kilik', 'François-Xavier Decraene', 'Mathieu Amalric', 'Deepak Nayar', 'Rupert Friend', 'Oscar Isaac', 'Vincent Perez', 'Emmanuelle Seigner', 'Julian Schnabel', 'Vladimir Consigny']",['Julian Schnabel'],https://www.rottentomatoes.com/m/at_eternitys_gate,0,6.9,,,111,,"$92,856","$11,235,662",CBS Films,PG-13
https://www.imdb.com/title/tt1799516/,BENJI,2018,60,71,,,"Mar 16, 2018",['drama'],"['Gralen Bryant Banks', 'Will Rothhaar', 'Kiele Sanchez', 'John Sanchez', 'Thomas Scott Stanton', 'Jason Blum', 'Gabriel Bateman', 'Kevin C. Lang', 'Brandon Camp', 'Kostas Christides', 'Jerod Haynes', 'Carsten Kurpanek', 'Terri Taylor', 'Darby Camp', 'Angus Sampson']",['Brandon Camp'],https://www.rottentomatoes.com/m/benji_2018,0,6.3,,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",87,"$6,000,000",,"$585,333",Blumhouse Productions,TV-PG
https://www.imdb.com/title/tt5519340/,BRIGHT,2017,27,83,"Dec 22, 2017",,"Dec 22, 2017","['action', 'fantasy', 'mysteryandthriller']","['Eric Newman', 'Lucy Fry', 'Bryan Unkeless', 'Will Smith', 'Joel Edgerton', 'Andrea Navedo', 'Max Landis', 'Edgar Ramírez', 'Jay Hernandez', 'Veronica Ngo', 'David Ayer', 'Noomi Rapace', 'Enrique Murciano', 'Ike Barinholtz']",['David Ayer'],https://www.rottentomatoes.com/m/bright,0,6.3,,A detective must work with an Orc to find a powerful wand before evil creatures do.,117,"$90,000,000",,,Clubhouse Pictures (II),TV-MA
https://www.imdb.com/title/tt1855199/,END OF WATCH,2012,85,86,"Sep 21, 2012",,"Dec 10, 2015","['crime', 'drama', 'action']","['Jaime Fitzsimons', 'Frank Grillo', 'America Ferrera', 'Nigel Sinclair', 'Michael Peña', 'Randall Emmett', 'Remington Chase', 'Anna Kendrick', 'Natalie Martinez', 'Cody Horn', 'Matt Jackson', 'Stepan Martirosyan', 'Adam Kassan', 'Jake Gyllenhaal', 'David Harbour', 'Cle Sloan', 'John Lesher', 'David Ayer']",['David Ayer'],https://www.rottentomatoes.com/m/end_of_watch,0,7.6,,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",109,"$7,000,000","$13,152,683","$55,078,146",Exclusive Media Group,R
https://www.imdb.com/title/tt4881806/,JURASSIC WORLD FALLEN KINGDOM,2018,47,48,"Jun 22, 2018",,"Aug 31, 2018","['scifi', 'action', 'adventure', 'mysteryandthriller']","['Rafe Spall', 'Steven Spielberg', 'Belén Atienza', 'J.A. Bayona', 'Toby Jones', 'Jeff Goldblum', 'James Cromwell', 'Colin Trevorrow', 'Chris Pratt', 'Frank Marshall', 'Oscar Faura', 'Ted Levine', 'Daniella Pineda', 'Thomas Tull', 'Geraldine Chaplin', 'Derek Connolly', 'Bryce Dallas Howard', 'BD Wong', 'Patrick Crowley']",['J.A. Bayona'],https://www.rottentomatoes.com/m/jurassic_world_fallen_kingdom,1,6.2,,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",128,"$170,000,000","$148,024,610","$1,310,464,680",Universal Pictures,PG-13
https://www.imdb.com/title/tt1229238/,MISSION IMPOSSIBLE  GHOST PROTOCOL,2011,93,76,"Dec 21, 2011",,"Jun 6, 2014","['action', 'mysteryandthriller', 'adventure']","['Vladimir Mashkov', 'Michael Nyqvist', 'Jeremy Renner', 'Josh Holloway', 'Brad Bird', 'J.J. Abrams', 'Dana Goldberg', 'Josh Appelbaum', 'Tom Cruise', 'Anil Kapoor', 'Jeffrey Chernov', 'Bryan Burk', 'David Ellison', 'Andre Nemec', 'Paul Schwake', 'Léa Seydoux', 'Simon Pegg', 'Paula Patton']",['Brad Bird'],https://www.rottentomatoes.com/m/mission_impossible_ghost_protocol,0,7.4,,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",132,"$145,000,000","$12,785,204","$694,713,380",Paramount Pictures,PG-13
https://www.imdb.com/title/tt11614912/,SHE DIES TOMORROW,2020,83,23,"Jul 31, 2020",,"Aug 7, 2020","['drama', 'mysteryandthriller']","['Aaron Moorhead', 'Chris Messina', 'Justin Benson', 'Mondo Boys', 'Madison Calderon', 'Josh Lucas', 'Adam Wingard', 'Katie Aselton', 'Tunde Adebimpe', 'Amy Seimetz', 'David Lawson Jr.', 'Jay Keitel', 'Jane Adams', 'Kate Brokaw', 'Ariel Vida', 'Kentucker Audley', 'Kate Lyn Sheil']",['Amy Seimetz'],https://www.rottentomatoes.com/m/she_dies_tomorrow,0,5.1,,Amy thinks she's dying tomorrow...and it's contagious.,86,,"$84,659","$398,663",Rustic Films,R
https://www.imdb.com/title/tt3774114/,SNOWDEN,2016,61,70,"Sep 16, 2016",,"Jan 17, 2017","['mysteryandthriller', 'drama', 'biography']","['Douglas Hansen', 'Shailene Woodley', 'Oliver Stone', 'Michael Bassick', 'Joely Richardson', 'Moritz Borman', 'Max Arvelaiz', 'Kieran Fitzgerald', 'Timothy Olyphant', 'Fernando Sulichin', 'Nicolas Cage', 'Scott Eastwood', 'Zachary Quinto', 'Eric Kopeloff', 'Melissa Leo', 'Joseph Gordon-Levitt', 'Rhys Ifans', 'Philip Schulz-Deyle', 'Tom Wilkinson']",['Oliver Stone'],https://www.rottentomatoes.com/m/snowden,2,7.3,,,134,"$40,000,000","$8,000,058","$37,357,216",Endgame Entertainment,R
https://www.imdb.com/title/tt5267472/,STEP SISTERS,2018,22,46,,,"Jan 19, 2018",['comedy'],"['Lyndon Smith', 'Josh Reinhold', 'Christopher Baffa', 'Gage Golightly', 'Alessandra Toressani', 'Charles Stone III', 'Chuck Hayward', 'Naturi Naughton', 'Matt Friedman', 'Lena Waithe', 'Eden Sher', 'Nia Jervier', 'Benjamin Cory Jones', 'Matt Alvarez', 'Megalyn Echikunwoke']",['Charles Stone III'],https://www.rottentomatoes.com/m/step_sisters,0,5.5,,"To get the college dean's backing for Harvard, Jamilah has to teach girls at a white sorority to step dance.",108,"$10,000,000",,,Los Angeles Media Fund (LAMF),PG-13
https://www.imdb.com/title/tt9018916/,THE BATTLE OF JANGSARI,2019,44,81,"Oct 4, 2019",,"Jan 26, 2020",['war'],"['George Eads', 'Kwak Si-yang', 'Barri Tsavaris', 'Megan Fox', 'Kim Taehun', 'Kim Myung-min', 'Kim Seongcheol', 'Lee Manhui', 'Kim In-kwon', 'Choi Min-ho', 'Kwak Kyung-Taek', 'Daniel Joey Albright']","['Kwak Kyung-Taek', 'Kim Taehun']",https://www.rottentomatoes.com/m/the_battle_of_jangsari,0,6.2,,A unit of student soldiers on a diversionary mission for the Battle of Incheon during the Korean War in 1950.,104,,"$8,552","$7,883,200",Taewon Entertainment,Not Rated
https://www.imdb.com/title/tt8106576/,THE BLEEDING EDGE,2018,100,82,"Jul 27, 2018",,"Jul 27, 2018",['documentary'],"['Ben Cotner', 'Kirby Dick', 'Ian Darling', 'Amy Ziering', 'Amy Herdy']",['Kirby Dick'],https://www.rottentomatoes.com/m/the_bleeding_edge,0,7.7,,A look at the unforeseen consequences of advanced technological devices used in the medical field.,99,,,,Chain Camera Pictures,TV-14
https://www.imdb.com/title/tt5687270/,THE CORRUPTED,2019,30,30,"Jan 10, 2020",,"Jan 9, 2020","['crime', 'drama', 'mysteryandthriller']","['Brian Berg', 'Nick Moorcroft', 'Patrick Fischer', 'Lorraine Ashbourne', 'Charlie Murphy', 'Timothy Spall', 'Andrew Berg', 'David Hayman', 'Adam Long', 'Ron Scalpello', 'Laure Vaysse', 'Phil Hunt', 'Helena Holmes', 'Nik Bower', 'Hugh Bonneville', 'John Sachs', 'Alan McKenna', 'Naomi Ackie', 'Sam Claflin', 'Shaun Dooley']",['Ron Scalpello'],https://www.rottentomatoes.com/m/the_corrupted_2020,0,5.6,,"Liam is an ex-con trying to win back the love and trust of his family. Liam's drive for redemption will see him caught up in a web of conspiracy, crime, and corruption.",103,,,"$177,100",Motion Picture Capital,R
https://www.imdb.com/title/tt1821658/,THE NUT JOB,2014,12,43,"Jan 17, 2014",,"Dec 9, 2015","['animation', 'kidsandfamily', 'adventure', 'comedy']","['Katherine Heigl', 'Hong Kim', 'Peter Lepeniotis', 'Maya Rudolph', 'Gabriel Iglesias', 'Jeff Dunham', 'Stephen Lang', 'Liam Neeson', 'Daniel Woo', 'William Bindley', 'Sarah Gadon', 'Will Arnett', 'Lorne Cameron', 'Brendan Fraser', 'Mike Karz', 'Wookyung Jung', 'Jay Ahn', 'Graham Moloy', 'James Rankin']",['Peter Lepeniotis'],https://www.rottentomatoes.com/m/the_nut_job,0,5.7,,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",85,"$42,000,000","$19,423,000","$120,885,527",Endgame Entertainment,PG
https://www.imdb.com/title/tt4537896/,WHITE BOY RICK,2018,57,50,"Sep 14, 2018",,"Dec 12, 2018","['crime', 'drama', 'biography']","['RJ Cyler', 'Taylour Paige', 'Darren Aronofsky', 'Rory Cochrane', 'Noah Miller', 'Georgia Kacandes', 'Matthew Krul', 'Brian Tyree Henry', 'Andy Weiss', 'Jonathan Majors', 'John Lesher', 'Logan Miller', 'Julie Yorn', 'Eddie Marsan', 'Matthew McConaughey', 'Jennifer Jason Leigh', 'Bel Powley', 'Scott Franklin', 'Yann Demange', 'Richie Merritt']",['Yann Demange'],https://www.rottentomatoes.com/m/white_boy_rick,1,6.5,,"The story of teenager Richard Wershe Jr., who became an undercover informant for the FBI during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",111,"$29,000,000","$8,860,431","$25,957,482",LBI Productions,R
https://www.imdb.com/title/tt8206668/,BAD EDUCATION,2019,94,84,,,"Apr 26, 2020","['comedy', 'drama']","['Fred Berger', 'Brian Kavanaugh-Jones', 'Stephanie Kurtzuba', 'Allison Janney', 'Lyle Vincent', 'Julia Lebedev', 'Annaleigh Ashford', 'Oren Moverman', 'Ray Romano', 'Geraldine Viswanathan', 'Kathrine Narducci', 'Alex Wolff', 'Mike Makowsky', 'Hugh Jackman', 'Louise Ford', 'Eddie Vaisman', 'Cory Finley']",['Cory Finley'],https://www.rottentomatoes.com/m/bad_education_2019,0,7.1,,"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",108,,,,HBO Films,TV-MA
https://www.imdb.com/title/tt1462411/,BIG SUR,2013,44,37,"Nov 1, 2013",,"Jan 25, 2017",['drama'],"['Kate Bosworth', 'Nora Kirkpatrick', 'Radha Mitchell', 'Patrick Fischler', 'Orian Williams', 'Anthony Edwards', 'Michael Polish', 'Balthazar Getty', 'Josh Lucas', 'Adam Kassen', 'Donal Logue', 'Mark Roberts', 'Ross Jacobson', 'Stana Katic', 'Henry Thomas', 'John Robinson', 'Eddie Vaisman', ""Sean King O'Grady""]",['Michael Polish'],https://www.rottentomatoes.com/m/big_sur_2013,0,5.8,,"A recounting of Jack Kerouac's three sojourns to the cabin in Big Sur owned by his friend, poet Lawrence Ferlinghetti.",81,,"$16,835","$37,466",3311 Productions,R
https://www.imdb.com/title/tt2381111/,BROOKLYN,2015,97,87,"Nov 25, 2015",,"Feb 23, 2016","['history', 'drama', 'romance']","['Amanda Posey', 'Nick Hornby', 'Alan Moloney', 'Christine Langan', 'Eve Macklin', 'Fiona Glascott', 'Thorsten Schumacher', 'Saoirse Ronan', 'Jane Brennan', 'Jessica Paré', 'Domhnall Gleeson', 'Emory Cohen', 'Julie Walters', 'Beth Pattinson', 'John Crowley', 'Jim Broadbent', 'Zygi Kamasa', 'Hussain Amarshi', 'Finola Dwyer', 'Bríd Brennan']",['John Crowley'],https://www.rottentomatoes.com/m/brooklyn,0,7.5,,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",117,"$11,000,000","$187,281","$62,076,141",Wildgaze Films,PG-13
https://www.imdb.com/title/tt1823672/,CHAPPIE,2015,32,56,"Mar 6, 2015",,"Nov 30, 2016","['action', 'scifi', 'mysteryandthriller']","['Johnny K. Selema', 'Neill Blomkamp', 'Ninja', 'Simon Kinberg', 'Mark Goldblatt', 'Anderson Cooper', 'Ben Waisbren', 'Dev Patel', 'Brandon Auret', 'Trent Opaloch', 'Hugh Jackman', 'Hans Zimmer', 'Julian Clarke', 'Yo-Landi Visser', 'Terri Tatchell', 'Sharlto Copley', 'Sigourney Weaver', 'Jose Pablo Cantillo']",['Neill Blomkamp'],https://www.rottentomatoes.com/m/chappie,0,6.8,,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",120,"$49,000,000","$13,346,782","$102,811,889",Columbia Pictures,R
https://www.imdb.com/title/tt8727582/,CIRCUS OF BOOKS,2019,98,80,,,"Apr 22, 2020","['gayandlesbian', 'documentary', 'biography']","['Larry Flynt', 'John Battsek', 'Kathryn Robson', 'Adam Baran', 'Jeff Stryker', 'Cynthia Childs', 'Ian M. Colletti', 'Karen Mason', 'Rachel Mason', 'Camilla Hall', 'Alaska Thunderfuck', 'Phil Tarley', 'Rhianon Jones']",['Rachel Mason'],https://www.rottentomatoes.com/m/circus_of_books,0,7.1,,,92,,,,Future Clown,Not Rated
